SUBMERCADO;PERIODO_COMERCIALIZACAO;PLD_HORA;DATAHORA
SUL;573;318.91;2025-10-24 20:00:00
NORDESTE;574;224.54;2025-10-24 21:00:00
NORTE;574;318.34;2025-10-24 21:00:00
SUDESTE;574;318.35;2025-10-24 21:00:00
SUL;574;318.34;2025-10-24 21:00:00
NORDESTE;575;229.43;2025-10-24 22:00:00
NORTE;575;316.56;2025-10-24 22:00:00
SUDESTE;575;316.56;2025-10-24 22:00:00
SUL;575;316.55;2025-10-24 22:00:00
NORDESTE;576;231.0;2025-10-24 23:00:00
NORTE;576;309.28;2025-10-24 23:00:00
SUDESTE;576;309.28;2025-10-24 23:00:00
SUL;576;309.27;2025-10-24 23:00:00
NORDESTE;529;80.83;2025-10-23 00:00:00
NORTE;529;243.16;2025-10-23 00:00:00
SUDESTE;529;243.16;2025-10-23 00:00:00
SUL;529;243.16;2025-10-23 00:00:00
NORDESTE;530;74.42;2025-10-23 01:00:00
NORTE;530;153.7;2025-10-23 01:00:00
SUDESTE;530;153.7;2025-10-23 01:00:00
SUL;530;153.71;2025-10-23 01:00:00
NORDESTE;531;58.6;2025-10-23 02:00:00
NORTE;531;145.05;2025-10-23 02:00:00
SUDESTE;531;145.05;2025-10-23 02:00:00
SUL;531;145.06;2025-10-23 02:00:00
NORDESTE;532;58.6;2025-10-23 03:00:00
NORTE;532;58.6;2025-10-23 03:00:00
SUDESTE;532;58.6;2025-10-23 03:00:00
SUL;532;58.6;2025-10-23 03:00:00
NORDESTE;533;58.6;2025-10-23 04:00:00
NORTE;533;149.13;2025-10-23 04:00:00
SUDESTE;533;149.13;2025-10-23 04:00:00
SUL;533;149.14;2025-10-23 04:00:00
NORDESTE;534;58.6;2025-10-23 05:00:00
NORTE;534;154.24;2025-10-23 05:00:00
SUDESTE;534;154.24;2025-10-23 05:00:00
SUL;534;154.24;2025-10-23 05:00:00
NORDESTE;535;58.6;2025-10-23 06:00:00
NORTE;535;127.42;2025-10-23 06:00:00
SUDESTE;535;127.42;2025-10-23 06:00:00
SUL;535;127.43;2025-10-23 06:00:00
NORDESTE;536;58.6;2025-10-23 07:00:00
NORTE;536;58.6;2025-10-23 07:00:00
SUDESTE;536;58.6;2025-10-23 07:00:00
SUL;536;58.6;2025-10-23 07:00:00
NORDESTE;537;58.6;2025-10-23 08:00:00
NORTE;537;58.6;2025-10-23 08:00:00
SUDESTE;537;58.6;2025-10-23 08:00:00
SUL;537;58.6;2025-10-23 08:00:00
NORDESTE;538;58.6;2025-10-23 09:00:00
NORTE;538;58.6;2025-10-23 09:00:00
SUDESTE;538;58.6;2025-10-23 09:00:00
SUL;538;58.6;2025-10-23 09:00:00
NORDESTE;539;58.6;2025-10-23 10:00:00
NORTE;539;58.6;2025-10-23 10:00:00
SUDESTE;539;58.6;2025-10-23 10:00:00
SUL;539;58.6;2025-10-23 10:00:00
NORDESTE;540;58.6;2025-10-23 11:00:00
NORTE;540;58.6;2025-10-23 11:00:00
SUDESTE;540;58.6;2025-10-23 11:00:00
SUL;540;58.6;2025-10-23 11:00:00
NORDESTE;541;58.6;2025-10-23 12:00:00
NORTE;541;58.6;2025-10-23 12:00:00
SUDESTE;541;58.6;2025-10-23 12:00:00
SUL;541;58.6;2025-10-23 12:00:00
NORDESTE;542;58.6;2025-10-23 13:00:00
NORTE;542;58.6;2025-10-23 13:00:00
SUDESTE;542;58.6;2025-10-23 13:00:00
SUL;542;58.6;2025-10-23 13:00:00
NORDESTE;543;58.6;2025-10-23 14:00:00
NORTE;543;58.6;2025-10-23 14:00:00
SUDESTE;543;58.6;2025-10-23 14:00:00
SUL;543;58.6;2025-10-23 14:00:00
NORDESTE;544;223.03;2025-10-23 15:00:00
NORTE;544;223.04;2025-10-23 15:00:00
SUDESTE;544;223.04;2025-10-23 15:00:00
SUL;544;223.05;2025-10-23 15:00:00
NORDESTE;545;285.93;2025-10-23 16:00:00
NORTE;545;285.94;2025-10-23 16:00:00
SUDESTE;545;285.94;2025-10-23 16:00:00
SUL;545;285.94;2025-10-23 16:00:00
NORDESTE;546;306.24;2025-10-23 17:00:00
NORTE;546;306.25;2025-10-23 17:00:00
SUDESTE;546;306.25;2025-10-23 17:00:00
SUL;546;306.24;2025-10-23 17:00:00
NORDESTE;547;281.25;2025-10-23 18:00:00
NORTE;547;320.69;2025-10-23 18:00:00
SUDESTE;547;320.7;2025-10-23 18:00:00
SUL;547;320.69;2025-10-23 18:00:00
NORDESTE;548;233.99;2025-10-23 19:00:00
NORTE;548;322.86;2025-10-23 19:00:00
SUDESTE;548;322.86;2025-10-23 19:00:00
SUL;548;322.86;2025-10-23 19:00:00
NORDESTE;549;205.99;2025-10-23 20:00:00
NORTE;549;316.82;2025-10-23 20:00:00
SUDESTE;549;319.7;2025-10-23 20:00:00
SUL;549;319.69;2025-10-23 20:00:00
NORDESTE;550;214.26;2025-10-23 21:00:00
NORTE;550;315.21;2025-10-23 21:00:00
SUDESTE;550;315.22;2025-10-23 21:00:00
SUL;550;315.21;2025-10-23 21:00:00
NORDESTE;551;233.44;2025-10-23 22:00:00
NORTE;551;309.75;2025-10-23 22:00:00
SUDESTE;551;309.75;2025-10-23 22:00:00
SUL;551;309.74;2025-10-23 22:00:00
NORDESTE;552;242.12;2025-10-23 23:00:00
NORTE;552;302.63;2025-10-23 23:00:00
SUDESTE;552;302.63;2025-10-23 23:00:00
SUL;552;302.62;2025-10-23 23:00:00
NORDESTE;505;171.22;2025-10-22 00:00:00
NORTE;505;273.23;2025-10-22 00:00:00
SUDESTE;505;273.23;2025-10-22 00:00:00
SUL;505;273.22;2025-10-22 00:00:00
NORDESTE;506;214.94;2025-10-22 01:00:00
NORTE;506;237.86;2025-10-22 01:00:00
SUDESTE;506;237.86;2025-10-22 01:00:00
SUL;506;237.86;2025-10-22 01:00:00
NORDESTE;507;228.58;2025-10-22 02:00:00
NORTE;507;232.31;2025-10-22 02:00:00
SUDESTE;507;232.32;2025-10-22 02:00:00
SUL;507;232.32;2025-10-22 02:00:00
NORDESTE;508;206.32;2025-10-22 03:00:00
NORTE;508;232.03;2025-10-22 03:00:00
SUDESTE;508;232.03;2025-10-22 03:00:00
SUL;508;232.04;2025-10-22 03:00:00
NORDESTE;509;187.1;2025-10-22 04:00:00
NORTE;509;234.87;2025-10-22 04:00:00
SUDESTE;509;234.88;2025-10-22 04:00:00
SUL;509;234.88;2025-10-22 04:00:00
NORDESTE;510;94.52;2025-10-22 05:00:00
NORTE;510;238.38;2025-10-22 05:00:00
SUDESTE;510;238.38;2025-10-22 05:00:00
SUL;510;238.38;2025-10-22 05:00:00
NORDESTE;511;58.6;2025-10-22 06:00:00
NORTE;511;229.58;2025-10-22 06:00:00
SUDESTE;511;229.58;2025-10-22 06:00:00
SUL;511;229.59;2025-10-22 06:00:00
NORDESTE;512;58.6;2025-10-22 07:00:00
NORTE;512;58.6;2025-10-22 07:00:00
SUDESTE;512;58.6;2025-10-22 07:00:00
SUL;512;58.6;2025-10-22 07:00:00
NORDESTE;513;58.6;2025-10-22 08:00:00
NORTE;513;58.6;2025-10-22 08:00:00
SUDESTE;513;58.6;2025-10-22 08:00:00
SUL;513;58.6;2025-10-22 08:00:00
NORDESTE;514;58.6;2025-10-22 09:00:00
NORTE;514;58.6;2025-10-22 09:00:00
SUDESTE;514;58.6;2025-10-22 09:00:00
SUL;514;58.6;2025-10-22 09:00:00
NORDESTE;515;58.6;2025-10-22 10:00:00
NORTE;515;58.6;2025-10-22 10:00:00
SUDESTE;515;58.6;2025-10-22 10:00:00
SUL;515;58.6;2025-10-22 10:00:00
NORDESTE;516;58.6;2025-10-22 11:00:00
NORTE;516;58.6;2025-10-22 11:00:00
SUDESTE;516;58.6;2025-10-22 11:00:00
SUL;516;58.6;2025-10-22 11:00:00
NORDESTE;517;58.6;2025-10-22 12:00:00
NORTE;517;58.6;2025-10-22 12:00:00
SUDESTE;517;58.6;2025-10-22 12:00:00
SUL;517;58.6;2025-10-22 12:00:00
NORDESTE;518;58.6;2025-10-22 13:00:00
NORTE;518;58.6;2025-10-22 13:00:00
SUDESTE;518;58.6;2025-10-22 13:00:00
SUL;518;58.6;2025-10-22 13:00:00
NORDESTE;519;155.12;2025-10-22 14:00:00
NORTE;519;155.13;2025-10-22 14:00:00
SUDESTE;519;155.13;2025-10-22 14:00:00
SUL;519;155.14;2025-10-22 14:00:00
NORDESTE;520;241.06;2025-10-22 15:00:00
NORTE;520;241.07;2025-10-22 15:00:00
SUDESTE;520;241.07;2025-10-22 15:00:00
SUL;520;241.07;2025-10-22 15:00:00
NORDESTE;521;286.67;2025-10-22 16:00:00
NORTE;521;286.67;2025-10-22 16:00:00
SUDESTE;521;286.67;2025-10-22 16:00:00
SUL;521;286.67;2025-10-22 16:00:00
NORDESTE;522;278.24;2025-10-22 17:00:00
NORTE;522;304.06;2025-10-22 17:00:00
SUDESTE;522;304.06;2025-10-22 17:00:00
SUL;522;304.05;2025-10-22 17:00:00
NORDESTE;523;239.76;2025-10-22 18:00:00
NORTE;523;319.47;2025-10-22 18:00:00
SUDESTE;523;319.47;2025-10-22 18:00:00
SUL;523;319.47;2025-10-22 18:00:00
NORDESTE;524;210.56;2025-10-22 19:00:00
NORTE;524;321.43;2025-10-22 19:00:00
SUDESTE;524;322.4;2025-10-22 19:00:00
SUL;524;322.4;2025-10-22 19:00:00
NORDESTE;525;208.53;2025-10-22 20:00:00
NORTE;525;314.85;2025-10-22 20:00:00
SUDESTE;525;317.48;2025-10-22 20:00:00
SUL;525;317.48;2025-10-22 20:00:00
NORDESTE;526;226.41;2025-10-22 21:00:00
NORTE;526;313.43;2025-10-22 21:00:00
SUDESTE;526;313.44;2025-10-22 21:00:00
SUL;526;313.43;2025-10-22 21:00:00
NORDESTE;527;240.3;2025-10-22 22:00:00
NORTE;527;310.78;2025-10-22 22:00:00
SUDESTE;527;310.78;2025-10-22 22:00:00
SUL;527;310.77;2025-10-22 22:00:00
NORDESTE;528;240.55;2025-10-22 23:00:00
NORTE;528;298.31;2025-10-22 23:00:00
SUDESTE;528;298.31;2025-10-22 23:00:00
SUL;528;298.3;2025-10-22 23:00:00
NORDESTE;481;58.6;2025-10-21 00:00:00
NORTE;481;58.6;2025-10-21 00:00:00
SUDESTE;481;58.6;2025-10-21 00:00:00
SUL;481;58.6;2025-10-21 00:00:00
NORDESTE;482;58.6;2025-10-21 01:00:00
NORTE;482;58.6;2025-10-21 01:00:00
SUDESTE;482;58.6;2025-10-21 01:00:00
SUL;482;58.6;2025-10-21 01:00:00
NORDESTE;483;58.6;2025-10-21 02:00:00
NORTE;483;58.6;2025-10-21 02:00:00
SUDESTE;483;58.6;2025-10-21 02:00:00
SUL;483;58.6;2025-10-21 02:00:00
NORDESTE;484;58.6;2025-10-21 03:00:00
NORTE;484;58.6;2025-10-21 03:00:00
SUDESTE;484;58.6;2025-10-21 03:00:00
SUL;484;58.6;2025-10-21 03:00:00
NORDESTE;485;58.6;2025-10-21 04:00:00
NORTE;485;58.6;2025-10-21 04:00:00
SUDESTE;485;58.6;2025-10-21 04:00:00
SUL;485;58.6;2025-10-21 04:00:00
NORDESTE;486;58.6;2025-10-21 05:00:00
NORTE;486;58.6;2025-10-21 05:00:00
SUDESTE;486;58.6;2025-10-21 05:00:00
SUL;486;58.6;2025-10-21 05:00:00
NORDESTE;487;58.6;2025-10-21 06:00:00
NORTE;487;58.6;2025-10-21 06:00:00
SUDESTE;487;58.6;2025-10-21 06:00:00
SUL;487;58.6;2025-10-21 06:00:00
NORDESTE;488;58.6;2025-10-21 07:00:00
NORTE;488;58.6;2025-10-21 07:00:00
SUDESTE;488;58.6;2025-10-21 07:00:00
SUL;488;58.6;2025-10-21 07:00:00
NORDESTE;489;58.6;2025-10-21 08:00:00
NORTE;489;58.6;2025-10-21 08:00:00
SUDESTE;489;58.6;2025-10-21 08:00:00
SUL;489;58.6;2025-10-21 08:00:00
NORDESTE;490;58.6;2025-10-21 09:00:00
NORTE;490;58.6;2025-10-21 09:00:00
SUDESTE;490;58.6;2025-10-21 09:00:00
SUL;490;58.6;2025-10-21 09:00:00
NORDESTE;491;58.6;2025-10-21 10:00:00
NORTE;491;58.6;2025-10-21 10:00:00
SUDESTE;491;58.6;2025-10-21 10:00:00
SUL;491;58.6;2025-10-21 10:00:00
NORDESTE;492;58.6;2025-10-21 11:00:00
NORTE;492;58.6;2025-10-21 11:00:00
SUDESTE;492;58.6;2025-10-21 11:00:00
SUL;492;58.6;2025-10-21 11:00:00
NORDESTE;493;58.6;2025-10-21 12:00:00
NORTE;493;58.6;2025-10-21 12:00:00
SUDESTE;493;58.6;2025-10-21 12:00:00
SUL;493;58.6;2025-10-21 12:00:00
NORDESTE;494;58.6;2025-10-21 13:00:00
NORTE;494;58.6;2025-10-21 13:00:00
SUDESTE;494;58.6;2025-10-21 13:00:00
SUL;494;58.6;2025-10-21 13:00:00
NORDESTE;495;58.6;2025-10-21 14:00:00
NORTE;495;58.6;2025-10-21 14:00:00
SUDESTE;495;58.6;2025-10-21 14:00:00
SUL;495;58.6;2025-10-21 14:00:00
NORDESTE;496;58.6;2025-10-21 15:00:00
NORTE;496;58.6;2025-10-21 15:00:00
SUDESTE;496;58.6;2025-10-21 15:00:00
SUL;496;58.6;2025-10-21 15:00:00
NORDESTE;497;248.39;2025-10-21 16:00:00
NORTE;497;269.43;2025-10-21 16:00:00
SUDESTE;497;269.43;2025-10-21 16:00:00
SUL;497;269.42;2025-10-21 16:00:00
NORDESTE;498;245.83;2025-10-21 17:00:00
NORTE;498;305.92;2025-10-21 17:00:00
SUDESTE;498;305.92;2025-10-21 17:00:00
SUL;498;305.91;2025-10-21 17:00:00
NORDESTE;499;243.11;2025-10-21 18:00:00
NORTE;499;320.12;2025-10-21 18:00:00
SUDESTE;499;320.13;2025-10-21 18:00:00
SUL;499;320.12;2025-10-21 18:00:00
NORDESTE;500;131.41;2025-10-21 19:00:00
NORTE;500;317.03;2025-10-21 19:00:00
SUDESTE;500;323.29;2025-10-21 19:00:00
SUL;500;323.29;2025-10-21 19:00:00
NORDESTE;501;132.3;2025-10-21 20:00:00
NORTE;501;311.2;2025-10-21 20:00:00
SUDESTE;501;320.34;2025-10-21 20:00:00
SUL;501;320.33;2025-10-21 20:00:00
NORDESTE;502;212.43;2025-10-21 21:00:00
NORTE;502;315.74;2025-10-21 21:00:00
SUDESTE;502;315.74;2025-10-21 21:00:00
SUL;502;315.73;2025-10-21 21:00:00
NORDESTE;503;200.75;2025-10-21 22:00:00
NORTE;503;306.59;2025-10-21 22:00:00
SUDESTE;503;306.59;2025-10-21 22:00:00
SUL;503;306.59;2025-10-21 22:00:00
NORDESTE;504;188.35;2025-10-21 23:00:00
NORTE;504;243.21;2025-10-21 23:00:00
SUDESTE;504;243.21;2025-10-21 23:00:00
SUL;504;243.2;2025-10-21 23:00:00
NORDESTE;457;282.39;2025-10-20 00:00:00
NORTE;457;282.39;2025-10-20 00:00:00
SUDESTE;457;282.39;2025-10-20 00:00:00
SUL;457;282.38;2025-10-20 00:00:00
NORDESTE;458;253.56;2025-10-20 01:00:00
NORTE;458;253.57;2025-10-20 01:00:00
SUDESTE;458;253.57;2025-10-20 01:00:00
SUL;458;253.56;2025-10-20 01:00:00
NORDESTE;459;256.21;2025-10-20 02:00:00
NORTE;459;256.21;2025-10-20 02:00:00
SUDESTE;459;256.21;2025-10-20 02:00:00
SUL;459;256.2;2025-10-20 02:00:00
NORDESTE;460;248.66;2025-10-20 03:00:00
NORTE;460;248.67;2025-10-20 03:00:00
SUDESTE;460;248.67;2025-10-20 03:00:00
SUL;460;248.66;2025-10-20 03:00:00
NORDESTE;461;249.42;2025-10-20 04:00:00
NORTE;461;249.42;2025-10-20 04:00:00
SUDESTE;461;249.42;2025-10-20 04:00:00
SUL;461;249.41;2025-10-20 04:00:00
NORDESTE;462;245.69;2025-10-20 05:00:00
NORTE;462;245.69;2025-10-20 05:00:00
SUDESTE;462;245.69;2025-10-20 05:00:00
SUL;462;245.68;2025-10-20 05:00:00
NORDESTE;463;241.52;2025-10-20 06:00:00
NORTE;463;241.53;2025-10-20 06:00:00
SUDESTE;463;241.53;2025-10-20 06:00:00
SUL;463;241.53;2025-10-20 06:00:00
NORDESTE;464;58.6;2025-10-20 07:00:00
NORTE;464;58.6;2025-10-20 07:00:00
SUDESTE;464;58.6;2025-10-20 07:00:00
SUL;464;58.6;2025-10-20 07:00:00
NORDESTE;465;58.6;2025-10-20 08:00:00
NORTE;465;58.6;2025-10-20 08:00:00
SUDESTE;465;58.6;2025-10-20 08:00:00
SUL;465;58.6;2025-10-20 08:00:00
NORDESTE;466;58.6;2025-10-20 09:00:00
NORTE;466;58.6;2025-10-20 09:00:00
SUDESTE;466;58.6;2025-10-20 09:00:00
SUL;466;58.6;2025-10-20 09:00:00
NORDESTE;467;58.6;2025-10-20 10:00:00
NORTE;467;58.6;2025-10-20 10:00:00
SUDESTE;467;58.6;2025-10-20 10:00:00
SUL;467;58.6;2025-10-20 10:00:00
NORDESTE;468;58.6;2025-10-20 11:00:00
NORTE;468;58.6;2025-10-20 11:00:00
SUDESTE;468;58.6;2025-10-20 11:00:00
SUL;468;58.6;2025-10-20 11:00:00
NORDESTE;469;95.05;2025-10-20 12:00:00
NORTE;469;95.05;2025-10-20 12:00:00
SUDESTE;469;95.05;2025-10-20 12:00:00
SUL;469;95.04;2025-10-20 12:00:00
NORDESTE;470;234.98;2025-10-20 13:00:00
NORTE;470;234.99;2025-10-20 13:00:00
SUDESTE;470;234.99;2025-10-20 13:00:00
SUL;470;234.98;2025-10-20 13:00:00
NORDESTE;471;267.08;2025-10-20 14:00:00
NORTE;471;267.09;2025-10-20 14:00:00
SUDESTE;471;267.09;2025-10-20 14:00:00
SUL;471;267.08;2025-10-20 14:00:00
NORDESTE;472;287.26;2025-10-20 15:00:00
NORTE;472;287.27;2025-10-20 15:00:00
SUDESTE;472;287.27;2025-10-20 15:00:00
SUL;472;287.26;2025-10-20 15:00:00
NORDESTE;473;309.85;2025-10-20 16:00:00
NORTE;473;309.86;2025-10-20 16:00:00
SUDESTE;473;309.86;2025-10-20 16:00:00
SUL;473;309.85;2025-10-20 16:00:00
NORDESTE;474;303.6;2025-10-20 17:00:00
NORTE;474;313.33;2025-10-20 17:00:00
SUDESTE;474;313.33;2025-10-20 17:00:00
SUL;474;313.32;2025-10-20 17:00:00
NORDESTE;475;289.1;2025-10-20 18:00:00
NORTE;475;317.63;2025-10-20 18:00:00
SUDESTE;475;317.64;2025-10-20 18:00:00
SUL;475;317.63;2025-10-20 18:00:00
NORDESTE;476;269.61;2025-10-20 19:00:00
NORTE;476;316.23;2025-10-20 19:00:00
SUDESTE;476;317.66;2025-10-20 19:00:00
SUL;476;317.65;2025-10-20 19:00:00
NORDESTE;477;255.35;2025-10-20 20:00:00
NORTE;477;315.19;2025-10-20 20:00:00
SUDESTE;477;315.19;2025-10-20 20:00:00
SUL;477;315.18;2025-10-20 20:00:00
NORDESTE;478;259.94;2025-10-20 21:00:00
NORTE;478;314.79;2025-10-20 21:00:00
SUDESTE;478;314.8;2025-10-20 21:00:00
SUL;478;314.79;2025-10-20 21:00:00
NORDESTE;479;283.21;2025-10-20 22:00:00
NORTE;479;313.01;2025-10-20 22:00:00
SUDESTE;479;313.01;2025-10-20 22:00:00
SUL;479;313.0;2025-10-20 22:00:00
NORDESTE;480;274.28;2025-10-20 23:00:00
NORTE;480;301.2;2025-10-20 23:00:00
SUDESTE;480;301.2;2025-10-20 23:00:00
SUL;480;301.19;2025-10-20 23:00:00
NORDESTE;433;286.98;2025-10-19 00:00:00
NORTE;433;286.99;2025-10-19 00:00:00
SUDESTE;433;286.99;2025-10-19 00:00:00
SUL;433;286.98;2025-10-19 00:00:00
NORDESTE;434;261.16;2025-10-19 01:00:00
NORTE;434;261.17;2025-10-19 01:00:00
SUDESTE;434;261.17;2025-10-19 01:00:00
SUL;434;261.16;2025-10-19 01:00:00
NORDESTE;435;252.63;2025-10-19 02:00:00
NORTE;435;252.63;2025-10-19 02:00:00
SUDESTE;435;252.63;2025-10-19 02:00:00
SUL;435;252.62;2025-10-19 02:00:00
NORDESTE;436;249.11;2025-10-19 03:00:00
NORTE;436;249.12;2025-10-19 03:00:00
SUDESTE;436;249.12;2025-10-19 03:00:00
SUL;436;249.11;2025-10-19 03:00:00
NORDESTE;437;251.17;2025-10-19 04:00:00
NORTE;437;251.17;2025-10-19 04:00:00
SUDESTE;437;251.17;2025-10-19 04:00:00
SUL;437;251.16;2025-10-19 04:00:00
NORDESTE;438;249.52;2025-10-19 05:00:00
NORTE;438;249.52;2025-10-19 05:00:00
SUDESTE;438;249.52;2025-10-19 05:00:00
SUL;438;249.51;2025-10-19 05:00:00
NORDESTE;439;216.52;2025-10-19 06:00:00
NORTE;439;216.53;2025-10-19 06:00:00
SUDESTE;439;216.53;2025-10-19 06:00:00
SUL;439;216.52;2025-10-19 06:00:00
NORDESTE;440;58.6;2025-10-19 07:00:00
NORTE;440;58.6;2025-10-19 07:00:00
SUDESTE;440;58.6;2025-10-19 07:00:00
SUL;440;58.6;2025-10-19 07:00:00
NORDESTE;441;58.6;2025-10-19 08:00:00
NORTE;441;58.6;2025-10-19 08:00:00
SUDESTE;441;58.6;2025-10-19 08:00:00
SUL;441;58.6;2025-10-19 08:00:00
NORDESTE;442;58.6;2025-10-19 09:00:00
NORTE;442;58.6;2025-10-19 09:00:00
SUDESTE;442;58.6;2025-10-19 09:00:00
SUL;442;58.6;2025-10-19 09:00:00
NORDESTE;443;58.6;2025-10-19 10:00:00
NORTE;443;58.6;2025-10-19 10:00:00
SUDESTE;443;58.6;2025-10-19 10:00:00
SUL;443;58.6;2025-10-19 10:00:00
NORDESTE;444;58.6;2025-10-19 11:00:00
NORTE;444;58.6;2025-10-19 11:00:00
SUDESTE;444;58.6;2025-10-19 11:00:00
SUL;444;58.6;2025-10-19 11:00:00
NORDESTE;445;58.6;2025-10-19 12:00:00
NORTE;445;58.6;2025-10-19 12:00:00
SUDESTE;445;58.6;2025-10-19 12:00:00
SUL;445;58.6;2025-10-19 12:00:00
NORDESTE;446;58.6;2025-10-19 13:00:00
NORTE;446;58.6;2025-10-19 13:00:00
SUDESTE;446;58.6;2025-10-19 13:00:00
SUL;446;58.6;2025-10-19 13:00:00
NORDESTE;447;133.57;2025-10-19 14:00:00
NORTE;447;133.58;2025-10-19 14:00:00
SUDESTE;447;133.58;2025-10-19 14:00:00
SUL;447;133.57;2025-10-19 14:00:00
NORDESTE;448;201.6;2025-10-19 15:00:00
NORTE;448;201.61;2025-10-19 15:00:00
SUDESTE;448;201.6;2025-10-19 15:00:00
SUL;448;201.59;2025-10-19 15:00:00
NORDESTE;449;253.31;2025-10-19 16:00:00
NORTE;449;253.31;2025-10-19 16:00:00
SUDESTE;449;253.31;2025-10-19 16:00:00
SUL;449;253.3;2025-10-19 16:00:00
NORDESTE;450;314.54;2025-10-19 17:00:00
NORTE;450;314.55;2025-10-19 17:00:00
SUDESTE;450;314.55;2025-10-19 17:00:00
SUL;450;314.54;2025-10-19 17:00:00
NORDESTE;451;326.24;2025-10-19 18:00:00
NORTE;451;326.24;2025-10-19 18:00:00
SUDESTE;451;326.24;2025-10-19 18:00:00
SUL;451;326.23;2025-10-19 18:00:00
NORDESTE;452;324.44;2025-10-19 19:00:00
NORTE;452;324.45;2025-10-19 19:00:00
SUDESTE;452;324.45;2025-10-19 19:00:00
SUL;452;324.44;2025-10-19 19:00:00
NORDESTE;453;321.59;2025-10-19 20:00:00
NORTE;453;321.6;2025-10-19 20:00:00
SUDESTE;453;321.6;2025-10-19 20:00:00
SUL;453;321.59;2025-10-19 20:00:00
NORDESTE;454;319.02;2025-10-19 21:00:00
NORTE;454;319.03;2025-10-19 21:00:00
SUDESTE;454;319.03;2025-10-19 21:00:00
SUL;454;319.02;2025-10-19 21:00:00
NORDESTE;455;314.46;2025-10-19 22:00:00
NORTE;455;314.46;2025-10-19 22:00:00
SUDESTE;455;314.46;2025-10-19 22:00:00
SUL;455;314.45;2025-10-19 22:00:00
NORDESTE;456;309.74;2025-10-19 23:00:00
NORTE;456;309.75;2025-10-19 23:00:00
SUDESTE;456;309.75;2025-10-19 23:00:00
SUL;456;309.74;2025-10-19 23:00:00
NORDESTE;409;236.77;2025-10-18 00:00:00
NORTE;409;269.1;2025-10-18 00:00:00
SUDESTE;409;269.1;2025-10-18 00:00:00
SUL;409;269.09;2025-10-18 00:00:00
NORDESTE;410;195.31;2025-10-18 01:00:00
NORTE;410;195.32;2025-10-18 01:00:00
SUDESTE;410;195.32;2025-10-18 01:00:00
SUL;410;195.31;2025-10-18 01:00:00
NORDESTE;411;200.83;2025-10-18 02:00:00
NORTE;411;200.84;2025-10-18 02:00:00
SUDESTE;411;200.84;2025-10-18 02:00:00
SUL;411;200.83;2025-10-18 02:00:00
NORDESTE;412;190.97;2025-10-18 03:00:00
NORTE;412;190.98;2025-10-18 03:00:00
SUDESTE;412;190.98;2025-10-18 03:00:00
SUL;412;190.97;2025-10-18 03:00:00
NORDESTE;413;197.78;2025-10-18 04:00:00
NORTE;413;197.79;2025-10-18 04:00:00
SUDESTE;413;197.79;2025-10-18 04:00:00
SUL;413;197.78;2025-10-18 04:00:00
NORDESTE;414;188.39;2025-10-18 05:00:00
NORTE;414;188.4;2025-10-18 05:00:00
SUDESTE;414;188.4;2025-10-18 05:00:00
SUL;414;188.39;2025-10-18 05:00:00
NORDESTE;415;179.69;2025-10-18 06:00:00
NORTE;415;179.7;2025-10-18 06:00:00
SUDESTE;415;179.7;2025-10-18 06:00:00
SUL;415;179.69;2025-10-18 06:00:00
NORDESTE;416;58.6;2025-10-18 07:00:00
NORTE;416;174.07;2025-10-18 07:00:00
SUDESTE;416;174.08;2025-10-18 07:00:00
SUL;416;174.08;2025-10-18 07:00:00
NORDESTE;417;58.6;2025-10-18 08:00:00
NORTE;417;151.35;2025-10-18 08:00:00
SUDESTE;417;151.38;2025-10-18 08:00:00
SUL;417;151.39;2025-10-18 08:00:00
NORDESTE;418;168.84;2025-10-18 09:00:00
NORTE;418;168.85;2025-10-18 09:00:00
SUDESTE;418;168.85;2025-10-18 09:00:00
SUL;418;168.85;2025-10-18 09:00:00
NORDESTE;419;168.86;2025-10-18 10:00:00
NORTE;419;168.87;2025-10-18 10:00:00
SUDESTE;419;168.87;2025-10-18 10:00:00
SUL;419;168.87;2025-10-18 10:00:00
NORDESTE;420;175.85;2025-10-18 11:00:00
NORTE;420;175.86;2025-10-18 11:00:00
SUDESTE;420;175.86;2025-10-18 11:00:00
SUL;420;175.85;2025-10-18 11:00:00
NORDESTE;421;177.31;2025-10-18 12:00:00
NORTE;421;177.32;2025-10-18 12:00:00
SUDESTE;421;177.32;2025-10-18 12:00:00
SUL;421;177.31;2025-10-18 12:00:00
NORDESTE;422;180.56;2025-10-18 13:00:00
NORTE;422;180.57;2025-10-18 13:00:00
SUDESTE;422;180.57;2025-10-18 13:00:00
SUL;422;180.56;2025-10-18 13:00:00
NORDESTE;423;183.26;2025-10-18 14:00:00
NORTE;423;183.27;2025-10-18 14:00:00
SUDESTE;423;183.27;2025-10-18 14:00:00
SUL;423;183.26;2025-10-18 14:00:00
NORDESTE;424;186.7;2025-10-18 15:00:00
NORTE;424;186.7;2025-10-18 15:00:00
SUDESTE;424;186.7;2025-10-18 15:00:00
SUL;424;186.69;2025-10-18 15:00:00
NORDESTE;425;245.91;2025-10-18 16:00:00
NORTE;425;245.91;2025-10-18 16:00:00
SUDESTE;425;245.91;2025-10-18 16:00:00
SUL;425;245.9;2025-10-18 16:00:00
NORDESTE;426;310.86;2025-10-18 17:00:00
NORTE;426;310.87;2025-10-18 17:00:00
